Id,IngestType,IngestionSequence,DataProvider,OriginalRecord,isShownAt,Object
2fae8b33d4c7ea63b36155eb10707eb0,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/2fae8b33d4c7ea63b36155eb10707eb0.json,https://www.loc.gov/item/99447211/,http://cdn.loc.gov/service/gmd/gmd401/g4014/g4014p/cw0238000.gif,"Scale ca. 1:,950. LC Civil War Maps (2nd ed.), 238 Map indicates fortifications, drainage, hachures, vegetation, roads, and houses. Positions of Confederate batteries are shown with the number of guns in each. Inset contains a keyed list of the Union batteries giving the number and type of guns in each position, and the names of the battery commanders. Description derived from published bibliography. Available also through the Library of Congress web site as raster image."
5b2a4eca866279d28eb01f78b88eb613,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/5b2a4eca866279d28eb01f78b88eb613.json,https://www.loc.gov/item/75696524/,http://cdn.loc.gov/service/gmd/gmd382/g3824/g3824r/pm008370.gif,"[n.p., 1881]"
847bb5be948c467e9853d5374b02f47d,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/847bb5be948c467e9853d5374b02f47d.json,https://www.loc.gov/item/2008628282/,http://cdn.loc.gov/service/gmd/gmd392/g3920/g3920/cw0129300a.gif,"[S.l.] : U.S. Coast Survey, A. D. Bache, Supdt., 1865."
29e823623cb68e6543c440b812827fbc,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/29e823623cb68e6543c440b812827fbc.json,https://www.loc.gov/item/2009584359/,http://cdn.loc.gov/service/gmd/gmd380/g3804/g3804r/pm020340.gif,"Oriented with north to the left. ""Copyrighted."" Accompanied by typewritten provenance slip: Purchased at Wm. Jones auction-Canandaigua, NY ... June 1992. Includes rubber-stamped note at upper border specifying the monetary requirements for purchase of lots (real property). Available also through the Library of Congress Web site as a raster image. LC copy imperfect: Brittle, wrinkled, missing small edge/internal sections, annotated in red marker ink to indicate ""Despatch"" (now East Rochester), mounted on fiber-reinforced adhesive paper backing. PM3 Acquisitions control no.: 2009-114"
288295050c98109851427bdbff9cb058,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/288295050c98109851427bdbff9cb058.json,https://www.loc.gov/item/75694767/,http://cdn.loc.gov/service/gmd/gmd380/g3804/g3804e/pm005580.gif,"Perspective map not drawn to scale. Bird's-eye-view. LC Panoramic maps (2nd ed.), 558 Available also through the Library of Congress Web site as a raster image. Indexed for points of interest. AACR2"
a8b90d4e7fd4ff749c91a4956946d536,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/a8b90d4e7fd4ff749c91a4956946d536.json,https://www.loc.gov/item/gm71000989/,http://cdn.loc.gov/service/gmd/gmd379/g3791/g3791s/ar105800.gif,"Scale ca. 1:185,000. Includes descriptive index entitled ""Explanation"" and inset ""Campaign of MDCCLXXVII,"" ca. 1:410,000. LC Maps of North America, 1750-1789, 1058 Available also through the Library of Congress Web site as a raster image. Vault AACR2: 440; 651/1"
3740874e35108a59426c810316cfded2,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/3740874e35108a59426c810316cfded2.json,https://www.loc.gov/item/97683600/,http://cdn.loc.gov/service/gmd/gmd381/g3810/g3810/ar124200.gif,"From The universal magazine of knowledge and pleasure (June, 1780), vol. 66. LC Maps of North America, 1750-1789, 1242 Text in pocket. Available also through the Library of Congress Web site as a raster image. Includes part of New York, Pennsylvania and Delaware. Shows counties, towns and cities, road, mills, rivers and streams, ferries, bays, and inlets, beaches, Sandy Hook lighthouse, lines of division between New Jersey and West Jersey for 1687 to 1743, and relief. Vault Copy 2, positive copy; copy 3, negative copy"
39105ba6c89b63f4273fcfbfe4904c0d,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/39105ba6c89b63f4273fcfbfe4904c0d.json,https://www.loc.gov/item/74695018/,http://cdn.loc.gov/service/gmd/gmd370/g3700/g3700/ar076100.gif,
2d7ba60471cbb14c66c629a384ff36ae,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/2d7ba60471cbb14c66c629a384ff36ae.json,https://www.loc.gov/item/75694579/,http://cdn.loc.gov/service/gmd/gmd376/g3764/g3764h/pm002990.gif,"Perspective map not drawn to scale. Bird's-eye-view. LC Panoramic maps (2nd ed.), 299 Available also through the Library of Congress Web site as a raster image. Includes index to points of interest and inset ""South Hingham."" AACR2: 100; 651/1; 710/1"
1558f0eb0c2922145d60483fe78930cb,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/1558f0eb0c2922145d60483fe78930cb.json,https://www.loc.gov/item/74693101/,http://cdn.loc.gov/service/gmd/gmd3/g3300/g3300/ar014500.gif,"Scale ca. 1:7,250,000. Hand colored. Relief shown pictorially. Includes text, ""Evan's polymetric table of America,"" ""Survey of the British colonies, by Thomas Templeman,"" and ""A table of the population of the British colonies in North-America."" Available also through the Library of Congress Web site as a raster image. Vault AACR2"
c1fffc23ed4d90d08e56a02c38c10e66,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/c1fffc23ed4d90d08e56a02c38c10e66.json,https://www.loc.gov/item/gm71005498/,http://cdn.loc.gov/service/gmd/gmd3/g3300/g3300/ar014900.gif,"Paris, 1777."
4899abb5fd555549874723ab4256ddef,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/4899abb5fd555549874723ab4256ddef.json,https://www.loc.gov/item/75694551/,http://cdn.loc.gov/service/gmd/gmd376/g3764/g3764b/pm002730.gif,"Perspective map not drawn to scale. Bird's-eye-view. LC Panoramic maps (2nd ed.), 273 Available also through the Library of Congress Web site as a raster image. AACR2: 100; 651/1"
8e2c47c674f030b356f27dd9518f8f1e,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/8e2c47c674f030b356f27dd9518f8f1e.json,https://www.loc.gov/item/gm71000658/,http://cdn.loc.gov/service/gmd/gmd380/g3802/g3802b/ar117700.gif,[1777]
4adbc210a3fb66a6c19590bb454263f9,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/4adbc210a3fb66a6c19590bb454263f9.json,https://www.loc.gov/item/75693107/,http://cdn.loc.gov/service/gmd/gmd436/g4364/g4364s/pm000400.gif,"Perspective map not drawn to scale. LC Panoramic maps (2nd ed.), 40 Available also through the Library of Congress Web site as a raster image. AACR2: 651/1; 700/1"
a05d3f643236ac46eaab9ad9e8e5680a,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/a05d3f643236ac46eaab9ad9e8e5680a.json,https://www.loc.gov/item/gm71000605/,http://cdn.loc.gov/service/gmd/gmd380/g3802/g3802g/ar107600.gif,[1756]
7794e1d2f0268cdecc6ecca3aa1df56f,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/7794e1d2f0268cdecc6ecca3aa1df56f.json,https://www.loc.gov/item/99448505/,http://cdn.loc.gov/service/gmd/gmd388/g3880/g3880/cw0465670.gif,"[Washington, Government Printing Office, 1866]"
5d9e3ac0518a749fb973310e5a0cfced,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/5d9e3ac0518a749fb973310e5a0cfced.json,https://www.loc.gov/item/77693976/,http://cdn.loc.gov/service/gmd/gmd376/g3762/g3762p/ar096000.gif,"London, 177-]"
361723346611c5922f086de9fe48c3cd,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/361723346611c5922f086de9fe48c3cd.json,https://www.loc.gov/item/75694567/,http://cdn.loc.gov/service/gmd/gmd376/g3764/g3764e/pm002860.gif,"Troy, N.Y., 1886."
c00aa47ff31928773ca3c3cb484889df,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/c00aa47ff31928773ca3c3cb484889df.json,https://www.loc.gov/item/73691622/,http://cdn.loc.gov/service/gmd/gmd379/g3792/g3792d/ar137600.gif,[Philadelphia? 1778?]
8019cd35c3107c2855edf47f4c0a5fb1,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/8019cd35c3107c2855edf47f4c0a5fb1.json,https://www.loc.gov/item/74693250/,http://cdn.loc.gov/service/gmd/gmd376/g3764/g3764b/pm002714.gif,"Perspective map not drawn to scale. Hand colored. Bird's-eye-view. LC Panoramic maps (2nd ed.), 271.4 Available also through the Library of Congress Web site as a raster image. AACR2: 651/1"
94294fd763d6f26d60fcd9603f1b9de8,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/94294fd763d6f26d60fcd9603f1b9de8.json,https://www.loc.gov/item/99439175/,http://cdn.loc.gov/service/gmd/gmd388/g3882/g3882f/cw0537000.gif,"[S.l.], 1873."
3d2721b9f09c06aad848da344952bc25,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/3d2721b9f09c06aad848da344952bc25.json,https://www.loc.gov/item/73691599/,http://cdn.loc.gov/service/gmd/gmd401/g4012/g4012c/ar160300.gif,"Scale ca. 1:700,000. Manuscript, pen-and-ink and watercolor. Soundings shown in fathoms. Shows the coast from ""Baye de l'Ascencion,"" Louisiana to ""Baye St. Joseph,"" Florida. LC Maps of North America, 1750-1789, 1603 LC Luso-Hispanic World, 821 Available also through the Library of Congress Web site as a raster image. Vault AACR2: 651/1; 651/2; 651/3"
b50387b289c8df04bd7414f49c105185,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/b50387b289c8df04bd7414f49c105185.json,https://www.loc.gov/item/75694803/,http://cdn.loc.gov/service/gmd/gmd380/g3804/g3804n/pm005940.gif,"Troy, N.Y., L. R. Burleigh [1890?]"
5ac705c0bd98f6fd3ab19fa187cfc874,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/5ac705c0bd98f6fd3ab19fa187cfc874.json,https://www.loc.gov/item/75693088/,http://cdn.loc.gov/service/gmd/gmd436/g4364/g4364b/pm000180.gif,"Perspective map not drawn to scale. Bird's-eye-view. LC Panoramic maps (2nd ed.), 18 Available also through the Library of Congress Web site as a raster image. AACR2: 651/1"
ac53ce78deaa114ce5848584bfd9d55e,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/ac53ce78deaa114ce5848584bfd9d55e.json,https://www.loc.gov/item/2007629504/,http://cdn.loc.gov/service/gmd/gmd398/g3984/g3984v/cws00120.gif,"Relief shown by hachures. LC Civil War Maps (2nd ed.), S120, 285 Available also through the Library of Congress web site as raster image. Dedicated in ms: To Thomas E. Sherman to keep forever, from his father, W.T. Sherman, Maj. Genl. Jan 20, 1864. Union and Confederate entrenchments are handcolored blue and red respectively. Detailed map showing roads, streets, railroads, hachures, vegetation, houses, and drainage. Contains five topographic profiles, six cross sections of artillery batteries, and one cross section of a ""rebel rifle pit."" LC copy inscribed at bottom: Cha Sangenberg, , Asst Engr."
0eb230fa7d9aae8d3be1bb5156c19097,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/0eb230fa7d9aae8d3be1bb5156c19097.json,https://www.loc.gov/item/99447381/,http://cdn.loc.gov/service/gmd/gmd384/g3842/g3842a/cw0246200.gif,"Scale ca. 1:26,700. LC Civil War Maps (2nd ed.), 246.2 From Tomes, Robert. The war with the South. New York, Virtue & Yorston, 1862-1867, v. 2, between p. 426 and 427. Signed (facsim.): Charles: Sholl, Topl. Engineer. ""Entered according to act of Congress AD. 1864 by Virtue, Yorston & Co."" Caption in lower margin: A topographical map of the battle field at Antietam from an actual survey by an engineer officer on General Doubleday's staff. Description derived from published bibliography. Available also through the Library of Congress web site as raster image."
1a38c6a0c562e9a14d2b4941e7d4b47d,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/1a38c6a0c562e9a14d2b4941e7d4b47d.json,https://www.loc.gov/item/73693472/,http://cdn.loc.gov/service/gmd/gmd416/g4164/g4164c/pm004210.gif,"[n.p., 1869]"
eabbe5228f014503aa8654376b074887,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/eabbe5228f014503aa8654376b074887.json,https://www.loc.gov/item/2010593381/,http://cdn.loc.gov/service/gmd/gmd5/g5160/g5160/ar211200.gif,"Relief shown pictorially. Depths shown by soundings. From Gentleman's magazine, and historical chronicle. December 1778, v. 48. LC Maps of North America, 1750-1789, 2112 Available also through the Library of Congress Web site as a raster image."
f829ef3798452455f8dd784ce8b63612,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/f829ef3798452455f8dd784ce8b63612.json,https://www.loc.gov/item/74692227/,http://cdn.loc.gov/service/gmd/gmd380/g3800/g3800/ar104500.gif,"Scale ca. 1:650,000. Hand colored. Relief shown pictorially. Shows administrative divisions. From Thomas Jeffery's American atlas. 1778. Insets: A chart of the mouth of Hudson's River, from Sandy Hook to New York.--A plan of the city of New York.--Plan of Amboy, with its environs, from an actual survey. No. ""17"" stamped on verso, upper right corner. LC Maps of North America, 1750-1789, 1045 Available also through the Library of Congress Web site as a raster image. Vault AACR2"
e508063aca859eb5a0ee894c4159c41c,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/e508063aca859eb5a0ee894c4159c41c.json,https://www.loc.gov/item/73693112/,http://cdn.loc.gov/service/gmd/gmd376/g3764/g3764a/pm002650.gif,"Perspective map not drawn to scale. LC Panoramic maps (2nd ed.), 265 Available also through the Library of Congress Web site as a raster image. Indexed for merchants and industry. Vault AACR2: 110; 651/1"
5844ecfed4c99ff7830b196d23747d59,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/5844ecfed4c99ff7830b196d23747d59.json,https://www.loc.gov/item/2005625068/,http://cdn.loc.gov/service/gmd/gmd382/g3824/g3824g/cwh00161.gif,"Shows roads from Brock's Gap, Virginia to Gettysburg, Pennsylvania. Relief shown by hachures. Pen-and-ink, crayon, and pencil (some col.) on irregularly shaped tracing paper, mounted on cloth. Includes notes. LC Civil War maps (2nd ed.), H161 Imperfect: Holes in center and top right corner. Holes and losses along edges. Available also through the Library of Congress web site as raster image. In pencil on verso: Imboden's position in 1863. In pencil on verso: 94."
75907e08ee524c4c62ecfb420b49ac94,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/75907e08ee524c4c62ecfb420b49ac94.json,https://www.loc.gov/item/73691636/,http://cdn.loc.gov/service/gmd/gmd381/g3811/g3811f/ar123700.gif,"[n.p., 178-?]"
37267aa26fbd9831172c06d627606b60,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/37267aa26fbd9831172c06d627606b60.json,https://www.loc.gov/item/gm71005347/,http://cdn.loc.gov/service/gmd/gmd382/g3824/g3824c/pm007550.gif,"Morrisville, Pa. : [s.n., 1894]"
ca89ad5e28a670ef5dca9a0e85d2e6dc,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/ca89ad5e28a670ef5dca9a0e85d2e6dc.json,https://www.loc.gov/item/75694598/,http://cdn.loc.gov/service/gmd/gmd376/g3764/g3764p/pm003180.gif,Boston [1877]
850c7f5ba74358ba1a5765cadb532c7c,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/850c7f5ba74358ba1a5765cadb532c7c.json,https://www.loc.gov/item/73691627/,http://cdn.loc.gov/service/gmd/gmd376/g3764/g3764b/ar305800.gif,[1776?]
4c75b72cca3c8e73ad8b593115107fa5,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/4c75b72cca3c8e73ad8b593115107fa5.json,https://www.loc.gov/item/2005625359/,http://cdn.loc.gov/service/gmd/gmd388/g3884/g3884w/cw0671000.gif,"Handcolored photocopy showing Confederate position in red and roads in yellow. ""Sketch map"" LC Civil War maps (2nd ed.), 671 Available also through the Library of Congress Web site as a raster image."
e401ddf25d610f99cf1c64092cbd4ff9,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/e401ddf25d610f99cf1c64092cbd4ff9.json,https://www.loc.gov/item/2013586195/,http://cdn.loc.gov/service/gmd/gmd408/g4084/g4084g/pm020517.gif,"Bird's-eye view. Dealer: Boston Rare Maps, Southhampton, MA. Indexed. Purchase; FY '13 Philip Lee Phillips Society purchase; July 2013. Available also through the Library of Congress Web site as a raster image. Acquisition contol no. 2013-097"
df00714fac07c2f66b3ec4ecca858b75,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/df00714fac07c2f66b3ec4ecca858b75.json,https://www.loc.gov/item/75694601/,http://cdn.loc.gov/service/gmd/gmd376/g3764/g3764q/pm003210.gif,"Perspective map not drawn to scale. Bird's-eye-view. LC Panoramic maps (2nd ed.), 321 Available also through the Library of Congress Web site as a raster image. AACR2"
0591e7376da6e84022971051c7bbbf0d,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/0591e7376da6e84022971051c7bbbf0d.json,https://www.loc.gov/item/78692736/,http://cdn.loc.gov/service/gmd/gmd380/g3804/g3804t/ar117500.gif,"Scale ca. 1:2,300. Hand colored. Relief shown by hachures. Includes notes. LC Maps of North America, 1750-1789, 1175 Available also through the Library of Congress Web site as a raster image. Vault AACR2"
3c00b5b3260c425f0e365d94cb05feaf,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/3c00b5b3260c425f0e365d94cb05feaf.json,https://www.loc.gov/item/gm71000880/,http://cdn.loc.gov/service/gmd/gmd392/g3924/g3924s/ar157900.gif,"Scale ca. 1:24,000. Title from manuscript catalog of Peter Force map collection. Manuscript, pen-and-ink and watercolor. Oriented with north toward the lower left. Relief shown by hachures. Shows the siege of Savannah, 1779. LC Maps of North America, 1750-1789, 1579 Available also through the Library of Congress Web site as a raster image. Vault AACR2"
935e5811bd1fb8dda79cdf9f82c3b675,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/935e5811bd1fb8dda79cdf9f82c3b675.json,https://www.loc.gov/item/74693153/,http://cdn.loc.gov/service/gmd/gmd378/g3784/g3784b/pm000772.gif,"Perspective map not drawn to scale. Bird's-eye-view. LC Panoramic maps (2nd ed.), 77.2 Includes illus. and index to points of interest. Available also through the Library of Congress Web site as a raster image. AACR2: 110"
41cafff04123bbf8d2984d30b61c114e,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/41cafff04123bbf8d2984d30b61c114e.json,https://www.loc.gov/item/75696520/,http://cdn.loc.gov/service/gmd/gmd382/g3824/g3824p/pm008310.gif,"Perspective map not drawn to scale. Bird's-eye-view. Shows terminals and routes for ""Penna R.R.,"" ""Phila. & Reading R.R.,"" and ""B&O. R.R."" LC Panoramic maps (2nd ed.), 831 Available also through the Library of Congress Web site as a raster image. AACR2: 651/1"
dccd3b99e2a51164a018e3f524c967f4,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/dccd3b99e2a51164a018e3f524c967f4.json,https://www.loc.gov/item/99447066/,http://cdn.loc.gov/service/gmd/gmd370/g3701/g3701s/cw0020000.gif,"Scale ca. 1:3,250,000. LC Civil War Maps (2nd ed.), 20 Map of southeastern United States showing forts and battlefields, railroads, state boundaries, rivers, and town. Includes brief descriptions of the principal engagements. The last battle described is the capitulation of Norfolk, May 10, 1862. Description derived from published bibliography. Available also through the Library of Congress web site as raster image."
80de5e0a3643830e35f20e61037fae06,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/80de5e0a3643830e35f20e61037fae06.json,https://www.loc.gov/item/2009579005/,http://cdn.loc.gov/service/gmd/gmd393/g3934/g3934f/cw0118000.gif,[186-?]
6c52acf5e45bcb09232c304a7d7fd952,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/6c52acf5e45bcb09232c304a7d7fd952.json,https://www.loc.gov/item/2007627327/,http://cdn.loc.gov/service/gmd/gmd370m/g3701m/g3701sm/gcw0520000/ca000001.gif,"""South Mountain ... Sept. 14th, 1862,"" dated 1872: fold map no. [3]. Cover title on printed label: Military maps: Armies, Potomac & James. Several maps have hand-colored additions (Map of the region between Gettysburg ... and Appomattox Court House ... printed in col. on 2 sheets). Copy 2 is like c.1, except that sequence of maps is different and the map of South Mountain is a printed col. map with hand-colored annotations, while the version of the South Mountain map in c.1 is in black and white (and without hand-colored annotations). LC Civil War Maps (2nd ed.), 520 Available also through the Library of Congress Web site as a raster image. Form AACR2: ga36 2007-04-05"
50ae176e85cc892ff84c9af6d9878e16,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/50ae176e85cc892ff84c9af6d9878e16.json,https://www.loc.gov/item/gm71002192/,http://cdn.loc.gov/service/gmd/gmd381/g3814/g3814h/ar125700.gif,[1778]
0141306f3b186577561331629ade540f,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/0141306f3b186577561331629ade540f.json,https://www.loc.gov/item/gm71000612/,http://cdn.loc.gov/service/gmd/gmd376/g3764/g3764b/ar090800.gif,[1775]
4c51e7e51e5204fe4760a47982c9851e,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/4c51e7e51e5204fe4760a47982c9851e.json,https://www.loc.gov/item/gm71005454/,http://cdn.loc.gov/service/gmd/gmd372/g3720/g3720/ar081100.gif,[London] 1776.
520d748c80dbc5b74f2089f72779ba20,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/520d748c80dbc5b74f2089f72779ba20.json,https://www.loc.gov/item/2003630496/,http://cdn.loc.gov/service/gmd/gmd388/g3884/g3884m/cw0564500.gif,[186-?]
5572e2da0de03d9d2061f97c9b142192,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/5572e2da0de03d9d2061f97c9b142192.json,https://www.loc.gov/item/75694949/,http://cdn.loc.gov/service/gmd/gmd382/g3824/g3824b/pm007390.gif,"Morrisville, Pa., T. M. Fowler & James B. Moyer [1895]"
be8986d70bbf5b08c74eaa19ddcba09a,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/be8986d70bbf5b08c74eaa19ddcba09a.json,https://www.loc.gov/item/75694944/,http://cdn.loc.gov/service/gmd/gmd382/g3824/g3824a/pm007290.gif,"Perspective map not drawn to scale. Bird's-eye-view. LC Panoramic maps (2nd ed.), 729 Available also through the Library of Congress Web site as a raster image. Includes illus. and directory. AACR2"
36a1501c31ac941e681a0cf32ec00c7c,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/36a1501c31ac941e681a0cf32ec00c7c.json,https://www.loc.gov/item/75693146/,http://cdn.loc.gov/service/gmd/gmd378/g3784/g3784b/pm000780.gif,"Brockton, Mass., 1889."
5a0cb9ec5fe0d851f426cdf780451ea6,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/5a0cb9ec5fe0d851f426cdf780451ea6.json,https://www.loc.gov/item/99439150/,http://cdn.loc.gov/service/gmd/gmd388/g3884/g3884o/cw0531200.gif,"[S.l., 1867]"
ec5b22f46b19cbec337f81b58c5a461a,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/ec5b22f46b19cbec337f81b58c5a461a.json,https://www.loc.gov/item/2005628466/,http://cdn.loc.gov/service/gmd/gmd376/g3764/g3764c/pm011060.gif,"Bird's-eye view. Relief shown pictorially. Includes index to points of interest and inset view of Lokerville. Imperfect: Stained, darkened, brittle, torn in places. Available also through the Library of Congress Web site as a raster image. PM3 Acquisitions control no.: 2005-140"
d844b60cdbec0b60529e96cf223a3e1c,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/d844b60cdbec0b60529e96cf223a3e1c.json,https://www.loc.gov/item/75693084/,http://cdn.loc.gov/service/gmd/gmd403/g4034/g4034t/pm000150.gif,"Perspective map not drawn to scale. Bird's-eye-view. Indexed for points of interest. LC Panoramic maps (2nd ed.), 15 Available also through the Library of Congress Web site as a raster image. AACR2"
2b70309ff1000d4cd5f6a7c9672a8554,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/2b70309ff1000d4cd5f6a7c9672a8554.json,https://www.loc.gov/item/73693146/,http://cdn.loc.gov/service/gmd/gmd382/g3824/g3824w/pm008751.gif,"Morrisville, Pa., T. M. Fowler & James B. Moyer [1900]"
7433b489baaca8e09ac08d4d020ddabb,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/7433b489baaca8e09ac08d4d020ddabb.json,https://www.loc.gov/item/99447455/,http://cdn.loc.gov/service/gmd/gmd390/g3902/g3902c/cw0306000.gif,"[S.l., 1862]"
c31db0dd908dad646d3292cc5ef46d92,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/c31db0dd908dad646d3292cc5ef46d92.json,https://www.loc.gov/item/75693248/,http://cdn.loc.gov/service/gmd/gmd373/g3734/g3734p/pm002490.gif,"Madison, Wis., J. J. Stoner [1876]"
